Trade Date,Exchange Code,Asset Class,Product Code,Clearing Code,Product Description,Product Type,Underlying Product Code,Put/Call,Strike Price,Contract Year,Contract Month,Contract Day,Settlement,Settlement Cabinet Indicator,Open Interest,Total Volume,Globex Volume,Floor Volume,PNT Volume,Block Volume,EFP Volume,EOO Volume,EFR Volume,EFS Volume,EFB Volume,EFM Volume,SUB Volume,OPNT Volume,TAS Volume,TAS Block Volume,TAM Singapore Volume,TAM Singapore Block Volume,TAM London Volume,TAM London Block Volume,Globex Open Price,Globex Open Price Bid/Ask Indicator,Globex Open Price Cabinet Indicator,Globex High Price,Globex High Price Bid/Ask Indicator,Globex High Price Cabinet Indicator,Globex Low Price,Globex Low Price Bid/Ask Indicator,Globex Low Price Cabinet Indicator,Globex Close Price,Globex Close Price Bid/Ask Indicator,Globex Close Price Cabinet Indicator,Floor Open Price,Floor Open Price Bid/Ask Indicator,Floor Open Price Cabinet Indicator,Floor Open Second Price,Floor Open Second Price Bid/Ask Indicator,Floor High Price,Floor High Price Bid/Ask Indicator,Floor High Price Cabinet Indicator,Floor Low Price,Floor Low Price Bid/Ask Indicator,Floor Low Price Cabinet Indicator,Floor Close Price,Floor Close Price Bid/Ask Indicator,Floor Close Price Cabinet Indicator,Floor Close Second Price,Floor Close Second Price Bid/Ask Indicator,Floor Post-Close Price,Floor Post-Close Price Bid/Ask Indicator,Floor Post-Close Second Price,Floor Post-Close Second Price Bid/Ask Indicator,Delta,Implied Volatility,Last Trade Date
20150618,"XNYM","ENERGY","8K","8K","CONWAY PROPANE 5 DEC.","F","","","","2015","06","00",0.31838,"","1191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20150630",
20150618,"XNYM","ENERGY","8K","8K","CONWAY PROPANE 5 DEC.","F","","","","2015","07","00",0.33438,"","894","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20150731",
20150618,"XNYM","ENERGY","8K","8K","CONWAY PROPANE 5 DEC.","F","","","","2015","08","00",0.36438,"","838","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20150831",
20150618,"XNYM","ENERGY","8K","8K","CONWAY PROPANE 5 DEC.","F","","","","2015","09","00",0.395,"","689","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20150930",
20150618,"XNYM","ENERGY","8K","8K","CONWAY PROPANE 5 DEC.","F","","","","2015","10","00",0.42563,"","889","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20151030",
20150618,"XNYM","ENERGY","8K","8K","CONWAY PROPANE 5 DEC.","F","","","","2015","11","00",0.45375,"","919","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20151130",
20150618,"XNYM","ENERGY","8K","8K","CONWAY PROPANE 5 DEC.","F","","","","2015","12","00",0.47938,"","1127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20151231",
20150618,"XNYM","ENERGY","8K","8K","CONWAY PROPANE 5 DEC.","F","","","","2016","01","00",0.49625,"","752","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20160129",
20150618,"XNYM","ENERGY","8K","8K","CONWAY PROPANE 5 DEC.","F","","","","2016","02","00",0.48375,"","577","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20160229",
20150618,"XNYM","ENERGY","8K","8K","CONWAY PROPANE 5 DEC.","F","","","","2016","03","00",0.46,"","555","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20160331",
